Filesystem          kbytes    used   avail %used Mounted on
/dev/vg00/lvol3     753664  491872  260440   65% /
/dev/vg00/lvol1     576595  235225  283710   45% /stand
/dev/vg01/lvol2    786432000 40717312 699169744    6% /work
/dev/vg00/lvol7    5996544 4053488 1931592   68% /var
/dev/vg01/lvol4    256049152  119054 239972148    0% /utilloc
/dev/vg00/lvol6    6422528 3151000 3245976   49% /usr
/dev/vg00/lvol5    1048576  286968  757600   27% /tmp
/dev/vg01/lvol3    419430400 119004138 281665781   30% /temp
/dev/vg00/lvol9    41943040 9260688 30639749   23% /sas
/dev/vg00/lvol10   41943040  640339 38727259    2% /sas/install
/dev/vg00/lvol4    7766016 6093848 1659112   79% /opt
/dev/vg01/lvol7    41943040   96793 39289032    0% /logs
/dev/vg00/lvol8     229376  138616   90104   61% /home
/dev/vg01/lvol9    425984000 19248353 381541811    5% /ftproot2
/dev/vg04/lvol1    2147450880 891850735 1177260174   43% /ftproot
/dev/vg01/lvol5    1026031616 12223356 950527673    1% /data2
/dev/vg03/lvol1    2147450880 916965924 1153579691   44% /data1
/dev/vg01/lvol1    2097152000 1224942402 817722297   60% /data
/dev/vg01/lvol8    41943040 17879906 22559251   44% /config
/dev/vg05/lvol1    2147450880 782275309 1279955561   38% /archive
/dev/vg02/lvol1    31457280 8057476 21937406   27% /app/sas/software
/dev/vg02/lvol2    20971520 7177920 12940784   36% /app/sas/config
/dev/vg02/lvol3    52412416 29060277 21906771   57% /app/depot
CATEBI1:/data/trigger_file
                   1048576000 76990184 910869472    8% /data/trigger_file
