Filesystem          kbytes    used   avail %used Mounted on
/dev/vg00/lvol3     753664  491936  260376   65% /
/dev/vg00/lvol1     576595  235225  283710   45% /stand
/dev/vg01/lvol2    786432000 35388419 704165585    5% /work
/dev/vg00/lvol7    5996544 4056384 1928704   68% /var
/dev/vg01/lvol4    256049152  119054 239972148    0% /utilloc
/dev/vg00/lvol6    6422528 3151000 3245976   49% /usr
/dev/vg00/lvol5    1048576  305904  738816   29% /tmp
/dev/vg01/lvol3    419430400 119004138 281665781   30% /temp
/dev/vg00/lvol9    41943040 9260688 30639749   23% /sas
/dev/vg00/lvol10   41943040  640339 38727259    2% /sas/install
/dev/vg00/lvol4    7766016 6093848 1659112   79% /opt
/dev/vg01/lvol7    41943040   96793 39289032    0% /logs
/dev/vg00/lvol8     229376  138680   90040   61% /home
/dev/vg01/lvol9    425984000 19248353 381541811    5% /ftproot2
/dev/vg04/lvol1    2147450880 981694527 1093029274   47% /ftproot
/dev/vg01/lvol5    1026031616 12223356 950527673    1% /data2
/dev/vg03/lvol1    2147450880 940476604 1131538429   45% /data1
/dev/vg01/lvol1    2097152000 1244903643 799008633   61% /data
/dev/vg01/lvol8    41943040 17879906 22559251   44% /config
/dev/vg05/lvol1    2147450880 809782236 1254166607   39% /archive
/dev/vg02/lvol1    31457280 8066791 21928665   27% /app/sas/software
/dev/vg02/lvol2    20971520 7306968 12819358   36% /app/sas/config
/dev/vg02/lvol3    52412416  426398 48751268    1% /app/depot
CATEBI1:/data/trigger_file
                   1048576000 74814888 912908832    8% /data/trigger_file
